A2M PROC
AFMID TDO2
AGAP2 PIK3CA
AGAP2 PIK3CB
AGAP2 PIK3CD
AGAP2 PIK3R1
AGAP2 PIK3R2
AGAP2 PIK3R3
AGER CYBB
AGER DIAPH1
AGER JAK2
AGER NOX1
AGER NOX4
AGER PIK3CA
AGER PIK3CB
AGER PIK3CD
AGER PIK3R1
AGER PIK3R2
AGER PIK3R3
AGER PLCB1
AGER PLCB2
AGER PLCB3
AGER PLCB4
AGER PLCD1
AGER PLCD3
AGER PLCD4
AGER PLCE1
AGER PLCG1
AGER PLCG2
AGER PRKCB
AGK GPAM
AGK GPAT2
AGK GPAT3
AGK GPAT4
AGK MGLL
AGPAT1 AGK
AGPAT1 CDS1
AGPAT1 CDS2
AGPAT1 DGKA
AGPAT1 DGKB
AGPAT1 DGKD
AGPAT1 DGKE
AGPAT1 DGKG
AGPAT1 DGKH
AGPAT1 DGKI
AGPAT1 DGKK
AGPAT1 DGKQ
AGPAT1 DGKZ
AGPAT1 GPAM
AGPAT1 GPAT2
AGPAT1 GPAT3
AGPAT1 GPAT4
AGPAT1 PLPP1
AGPAT1 PLPP2
AGPAT1 PLPP3
AGPAT2 AGK
AGPAT2 CDS1
AGPAT2 CDS2
AGPAT2 DGKA
AGPAT2 DGKB
AGPAT2 DGKD
AGPAT2 DGKE
AGPAT2 DGKG
AGPAT2 DGKH
AGPAT2 DGKI
AGPAT2 DGKK
AGPAT2 DGKQ
AGPAT2 DGKZ
AGPAT2 GPAM
AGPAT2 GPAT2
AGPAT2 GPAT3
AGPAT2 GPAT4
AGPAT2 PLPP1
AGPAT2 PLPP2
AGPAT2 PLPP3
AGPAT3 AGK
AGPAT3 CDS1
AGPAT3 CDS2
AGPAT3 DGKA
AGPAT3 DGKB
AGPAT3 DGKD
AGPAT3 DGKE
AGPAT3 DGKG
AGPAT3 DGKH
AGPAT3 DGKI
AGPAT3 DGKK
AGPAT3 DGKQ
AGPAT3 DGKZ
AGPAT3 GPAM
AGPAT3 GPAT2
AGPAT3 GPAT3
AGPAT3 GPAT4
AGPAT4 AGK
AGPAT4 CDS1
AGPAT4 CDS2
AGPAT4 DGKA
AGPAT4 DGKB
AGPAT4 DGKD
AGPAT4 DGKE
AGPAT4 DGKG
AGPAT4 DGKH
AGPAT4 DGKI
AGPAT4 DGKK
AGPAT4 DGKQ
AGPAT4 DGKZ
AGPAT4 GPAM
AGPAT4 GPAT2
AGPAT4 GPAT3
AGPAT4 GPAT4
AGPAT5 AGK
AGPAT5 CDS1
AGPAT5 CDS2
AGPAT5 DGKA
AGPAT5 DGKB
AGPAT5 DGKD
AGPAT5 DGKE
AGPAT5 DGKG
AGPAT5 DGKH
AGPAT5 DGKI
AGPAT5 DGKK
AGPAT5 DGKQ
AGPAT5 DGKZ
AGPAT5 GPAM
AGPAT5 GPAT2
AGPAT5 GPAT3
AGPAT5 GPAT4
AGT AGTR1
AGT AGTR2
AGT AVPR1A
AGT AVPR1B
AGT AVPR2
AGT BDKRB1
AGT BDKRB2
AGT CXCR1
AGT CXCR2
AGT CXCR4
AGT EDNRA
AGT EDNRB
AGT F2R
AGT F2RL3
AGT GRM1
AGT GRM2
AGT GRM3
AGT GRM4
AGT GRM5
AGT GRM6
AGT GRM7
AGT GRM8
AGT LPAR1
AGT LPAR2
AGT LPAR3
AGT LPAR4
AGT LPAR5
AGT LPAR6
AGT MAS1
AGT PTGFR
AGTR1 GNA11
AGTR1 GNA12
AGTR1 GNA13
AGTR1 GNA14
AGTR1 GNA15
AGTR1 GNAQ
AGTR1 GNAS
AGTR1 PLCB1
AGTR1 PLCB2
AGTR1 PLCB3
AGTR1 PLCB4
AGTR1 SERPINE1
AGTR1 TGFB1
AGTR1 TGFB2
AGTR1 TGFB3
AGTR1 TRPC6
AGTR2 GNAQ
AGXT ALAS1
AGXT ALAS2
AGXT AMT
AGXT CBS
AGXT CBSL
AGXT DAO
AGXT DLD
AGXT GATM
AGXT GCAT
AGXT GCSH
AGXT GLDC
AGXT GNMT
AGXT GRHPR
AGXT HYI
AGXT PIPOX
AGXT PSPH
AGXT SARDH
AGXT SDS
AGXT SDSL
AGXT SHMT1
AGXT SHMT2
AGXT SRR
AGXT2 ABAT
AGXT2 AGXT
AGXT2 ALAS1
AGXT2 ALAS2
AGXT2 ALDH1B1
AGXT2 ALDH2
AGXT2 ALDH3A2
AGXT2 ALDH6A1
AGXT2 ALDH7A1
AGXT2 ALDH9A1
AGXT2 AOX1
AGXT2 EHHADH
AGXT2 GATM
AGXT2 GCAT
AGXT2 GCLC
AGXT2 GCLM
AGXT2 GLDC
AGXT2 GNMT
AGXT2 HADH
AGXT2 HIBADH
AGXT2 PIPOX
AGXT2 SARDH
AGXT2 SHMT1
AGXT2 SHMT2
AHCY CBS
AHCY CBSL
AHCY DNMT1
AHCY DNMT3A
AHCY DNMT3B
AHCY KYAT1
AHCY KYAT3
AHCYL1 CBS
AHCYL1 CBSL
AHCYL1 DNMT1
AHCYL1 DNMT3A
AHCYL1 DNMT3B
AHCYL1 KYAT1
AHCYL1 KYAT3
AHCYL2 CBS
AHCYL2 CBSL
AHCYL2 DNMT1
AHCYL2 DNMT3A
AHCYL2 DNMT3B
AHCYL2 KYAT1
AHCYL2 KYAT3
AIM2 PYCARD
AJUBA LATS1
AJUBA LATS2
AJUBA SAV1
AK1 ADK
AK1 ADSL
AK1 AK9
AK1 APRT
AK1 DCK
AK1 ENPP1
AK1 ENPP3
AK1 ENTPD1
AK1 ENTPD2
AK1 ENTPD3
AK1 ENTPD8
AK1 NME1
AK1 NME1-NME2
AK1 NME2
AK1 NME3
AK1 NME4
AK1 NME6
AK1 NME7
AK1 NT5C
AK1 NT5C1A
AK1 NT5C1B
AK1 NT5C1B-RDH14
AK1 NT5C2
AK1 NT5C3A
AK1 NT5C3B
AK1 NT5E
AK1 NT5M
AK1 NTPCR
AK1 PDE10A
AK1 PDE11A
AK1 PDE1A
AK1 PDE1B
AK1 PDE1C
AK1 PDE2A
AK1 PDE3A
AK1 PDE3B
AK1 PKLR
AK1 PKM
AK1 RRM1
AK1 RRM2
AK1 RRM2B
AK2 ADK
AK2 ADSL
AK2 AK9
AK2 APRT
AK2 DCK
AK2 ENPP1
AK2 ENPP3
AK2 ENTPD1
AK2 ENTPD2
AK2 ENTPD3
AK2 ENTPD8
AK2 NME1
AK2 NME1-NME2
AK2 NME2
AK2 NME3
AK2 NME4
AK2 NME6
AK2 NME7
AK2 NT5C
AK2 NT5C1A
AK2 NT5C1B
AK2 NT5C1B-RDH14
AK2 NT5C2
AK2 NT5C3A
AK2 NT5C3B
AK2 NT5E
AK2 NT5M
AK2 NTPCR
AK2 PDE10A
AK2 PDE11A
AK2 PDE1A
AK2 PDE1B
AK2 PDE1C
AK2 PDE2A
AK2 PDE3A
AK2 PDE3B
AK2 PKLR
AK2 PKM
AK2 RRM1
AK2 RRM2
AK2 RRM2B
AK3 ADK
AK3 ADSL
AK3 AK9
AK3 AMPD1
AK3 AMPD2
AK3 AMPD3
AK3 APRT
AK3 DCK
AK3 ENPP1
AK3 ENPP3
AK3 ENTPD1
AK3 ENTPD2
AK3 ENTPD3
AK3 ENTPD8
AK3 NME1
AK3 NME1-NME2
AK3 NME2
AK3 NME3
AK3 NME4
AK3 NME6
AK3 NME7
AK3 NT5C
AK3 NT5C1A
AK3 NT5C1B
AK3 NT5C1B-RDH14
AK3 NT5C2
AK3 NT5C3A
AK3 NT5C3B
AK3 NT5E
AK3 NT5M
AK3 NTPCR
AK3 PDE10A
AK3 PDE11A
AK3 PDE1A
AK3 PDE1B
AK3 PDE1C
AK3 PDE2A
AK3 PDE3A
AK3 PDE3B
AK3 PDE4A
AK3 PDE4B
AK3 PDE4C
AK3 PDE4D
AK3 PDE7A
AK3 PDE7B
AK3 PDE8A
AK3 PDE8B
AK3 PKLR
AK3 PKM
AK3 RRM1
AK3 RRM2
AK3 RRM2B
AK4 ADK
AK4 ADSL
AK4 AK9
AK4 APRT
AK4 DCK
AK4 ENPP1
AK4 ENPP3
AK4 ENTPD1
AK4 ENTPD2
AK4 ENTPD3
AK4 ENTPD8
AK4 NME1
AK4 NME1-NME2
AK4 NME2
AK4 NME3
AK4 NME4
AK4 NME6
AK4 NME7
AK4 NT5C
AK4 NT5C1A
AK4 NT5C1B
AK4 NT5C1B-RDH14
AK4 NT5C2
AK4 NT5C3A
AK4 NT5C3B
AK4 NT5E
AK4 NT5M
AK4 NTPCR
AK4 PDE10A
AK4 PDE11A
AK4 PDE1A
AK4 PDE1B
AK4 PDE1C
AK4 PDE2A
AK4 PDE3A
AK4 PDE3B
AK4 PKLR
AK4 PKM
AK4 RRM1
AK4 RRM2
AK4 RRM2B
AK5 ADK
AK5 ADSL
AK5 AK9
AK5 APRT
AK5 DCK
AK5 ENPP1
AK5 ENPP3
AK5 ENTPD1
AK5 ENTPD2
AK5 ENTPD3
AK5 ENTPD8
AK5 NME1
AK5 NME1-NME2
AK5 NME2
AK5 NME3
AK5 NME4
AK5 NME6
AK5 NME7
AK5 NT5C
AK5 NT5C1A
AK5 NT5C1B
AK5 NT5C1B-RDH14
AK5 NT5C2
AK5 NT5C3A
AK5 NT5C3B
AK5 NT5E
AK5 NT5M
AK5 NTPCR
AK5 PDE10A
AK5 PDE11A
AK5 PDE1A
AK5 PDE1B
AK5 PDE1C
AK5 PDE2A
AK5 PDE3A
AK5 PDE3B
AK5 PKLR
AK5 PKM
AK5 RRM1
AK5 RRM2
AK5 RRM2B
AK6 ADK
AK6 ADSL
AK6 AK9
AK6 APRT
AK6 DCK
AK6 ENPP1
AK6 ENPP3
AK6 ENTPD1
AK6 ENTPD2
AK6 ENTPD3
AK6 ENTPD8
AK6 NME1
AK6 NME1-NME2
AK6 NME2
AK6 NME3
AK6 NME4
AK6 NME6
AK6 NME7
AK6 NT5C
AK6 NT5C1A
AK6 NT5C1B
AK6 NT5C1B-RDH14
AK6 NT5C2
AK6 NT5C3A
AK6 NT5C3B
AK6 NT5E
AK6 NT5M
AK6 NTPCR
AK6 PDE10A
AK6 PDE11A
AK6 PDE1A
AK6 PDE1B
AK6 PDE1C
AK6 PDE2A
AK6 PDE3A
AK6 PDE3B
AK6 PKLR
AK6 PKM
AK6 RRM1
AK6 RRM2
AK6 RRM2B
AK7 ADK
AK7 ADSL
AK7 AK9
AK7 APRT
AK7 DCK
AK7 ENPP1
AK7 ENPP3
AK7 ENTPD1
AK7 ENTPD2
AK7 ENTPD3
AK7 ENTPD8
AK7 NME1
AK7 NME1-NME2
AK7 NME2
AK7 NME3
AK7 NME4
AK7 NME6
AK7 NME7
AK7 NT5C
AK7 NT5C1A
AK7 NT5C1B
AK7 NT5C1B-RDH14
AK7 NT5C2
AK7 NT5C3A
AK7 NT5C3B
AK7 NT5E
AK7 NT5M
AK7 NTPCR
AK7 PDE10A
AK7 PDE11A
AK7 PDE1A
AK7 PDE1B
AK7 PDE1C
AK7 PDE2A
AK7 PDE3A
AK7 PDE3B
AK7 PKLR
AK7 PKM
AK7 RRM1
AK7 RRM2
AK7 RRM2B
AK8 ADK
AK8 ADSL
AK8 AK9
AK8 APRT
AK8 DCK
AK8 ENPP1
AK8 ENPP3
AK8 ENTPD1
AK8 ENTPD2
AK8 ENTPD3
AK8 ENTPD8
AK8 NME1
AK8 NME1-NME2
AK8 NME2
AK8 NME3
AK8 NME4
AK8 NME6
AK8 NME7
AK8 NT5C
AK8 NT5C1A
AK8 NT5C1B
AK8 NT5C1B-RDH14
AK8 NT5C2
AK8 NT5C3A
AK8 NT5C3B
AK8 NT5E
AK8 NT5M
AK8 NTPCR
AK8 PDE10A
AK8 PDE11A
AK8 PDE1A
AK8 PDE1B
AK8 PDE1C
AK8 PDE2A
AK8 PDE3A
AK8 PDE3B
AK8 PKLR
AK8 PKM
AK8 RRM1
AK8 RRM2
AK8 RRM2B
AK9 ADCY1
AK9 ADCY10
AK9 ADCY2
AK9 ADCY3
AK9 ADCY4
AK9 ADCY5
AK9 ADCY6
AK9 ADCY7
AK9 ADCY8
AK9 ADCY9
AK9 ADK
AK9 ADSL
AK9 AK1
AK9 AK2
AK9 AK4
AK9 AK5
AK9 AK6
AK9 AK7
AK9 AK8
AK9 APRT
AK9 CANT1
AK9 CMPK1
AK9 CMPK2
AK9 CTPS1
AK9 CTPS2
AK9 DCK
AK9 DCTPP1
AK9 DTYMK
AK9 ENPP1
AK9 ENPP3
AK9 ENTPD1
AK9 ENTPD2
AK9 ENTPD3
AK9 ENTPD4
AK9 ENTPD5
AK9 ENTPD6
AK9 ENTPD8
AK9 ITPA
AK9 LOC390877
AK9 NME1
AK9 NME1-NME2
AK9 NME2
AK9 NME3
AK9 NME4
AK9 NME6
AK9 NME7
AK9 NT5C
AK9 NT5C1A
AK9 NT5C1B
AK9 NT5C1B-RDH14
AK9 NT5C2
AK9 NT5C3A
AK9 NT5C3B
AK9 NT5E
AK9 NT5M
AK9 NTPCR
AK9 NUDT16
AK9 NUDT2
AK9 PDE10A
AK9 PDE11A
AK9 PDE1A
AK9 PDE1B
AK9 PDE1C
AK9 PDE2A
AK9 PDE3A
AK9 PDE3B
AK9 PKLR
AK9 PKM
AK9 RRM1
AK9 RRM2
AK9 RRM2B
AKAP13 RHOA
AKR1A1 CRYL1
AKR1B1 ALDH1B1
AKR1B1 ALDH2
AKR1B1 ALDH3A2
AKR1B1 ALDH7A1
AKR1B1 ALDH9A1
AKR1B1 DHFR
AKR1B1 DHFR2
AKR1B1 GLA
AKR1B1 GLB1
AKR1B1 LCT
AKR1B1 PAH
AKR1B1 QDPR
AKR1B1 SORD
AKR1B1 SPR
AKR1B1 TH
AKR1B1 TPH1
AKR1B1 TPH2
AKR1B10 ALDH1B1
AKR1B10 ALDH2
AKR1B10 ALDH3A2
AKR1B10 ALDH7A1
AKR1B10 ALDH9A1
AKR1B10 DHFR
AKR1B10 DHFR2
AKR1B10 GLA
AKR1B10 GLB1
AKR1B10 LCT
AKR1B10 PAH
AKR1B10 QDPR
AKR1B10 SORD
AKR1B10 SPR
AKR1B10 TH
AKR1B10 TPH1
AKR1B10 TPH2
AKR1C1 AKR1C2
AKR1C1 AKR1C3
AKR1C1 AKR1D1
AKR1C1 CYP11B1
AKR1C1 CYP11B2
AKR1C1 CYP17A1
AKR1C1 CYP1A1
AKR1C1 CYP21A2
AKR1C1 CYP2A13
AKR1C1 CYP2A6
AKR1C1 SRD5A1
AKR1C1 SRD5A2
AKR1C1 SRD5A3
AKR1C1 UGT1A1
AKR1C1 UGT1A10
AKR1C1 UGT1A3
AKR1C1 UGT1A4
AKR1C1 UGT1A5
AKR1C1 UGT1A6
AKR1C1 UGT1A7
AKR1C1 UGT1A8
AKR1C1 UGT1A9
AKR1C1 UGT2A1
AKR1C1 UGT2A2
AKR1C1 UGT2A3
AKR1C1 UGT2B10
AKR1C1 UGT2B11
AKR1C1 UGT2B15
AKR1C1 UGT2B17
AKR1C1 UGT2B28
AKR1C1 UGT2B4
AKR1C1 UGT2B7
AKR1C2 AKR1C1
AKR1C2 CYP2A13
AKR1C2 CYP2A6
AKR1C2 UGT1A1
AKR1C2 UGT1A10
AKR1C2 UGT1A3
AKR1C2 UGT1A4
AKR1C2 UGT1A5
AKR1C2 UGT1A6
AKR1C2 UGT1A7
AKR1C2 UGT1A8
AKR1C2 UGT1A9
AKR1C2 UGT2A1
AKR1C2 UGT2A2
AKR1C2 UGT2A3
AKR1C2 UGT2B10
AKR1C2 UGT2B11
AKR1C2 UGT2B15
AKR1C2 UGT2B17
AKR1C2 UGT2B28
AKR1C2 UGT2B4
AKR1C2 UGT2B7
AKR1C3 AKR1B1
AKR1C3 AKR1B10
AKR1C3 AKR1C1
AKR1C3 CBR1
AKR1C3 CYP17A1
AKR1C3 CYP19A1
AKR1C3 CYP1A1
AKR1C3 CYP1A2
AKR1C3 CYP1B1
AKR1C3 CYP2E1
AKR1C3 CYP3A4
AKR1C3 CYP3A5
AKR1C3 CYP3A7
AKR1C3 CYP3A7-CYP3A51P
AKR1C3 CYP7A1
AKR1C3 HPGDS
AKR1C3 HSD3B1
AKR1C3 HSD3B2
AKR1C3 PTGDS
AKR1C3 SPR
AKR1C3 SULT1E1
AKR1C3 UGT1A1
AKR1C3 UGT1A10
AKR1C3 UGT1A3
AKR1C3 UGT1A4
AKR1C3 UGT1A5
AKR1C3 UGT1A6
AKR1C3 UGT1A7
AKR1C3 UGT1A8
AKR1C3 UGT1A9
AKR1C3 UGT2A1
AKR1C3 UGT2A2
AKR1C3 UGT2A3
AKR1C3 UGT2B10
AKR1C3 UGT2B11
AKR1C3 UGT2B15
AKR1C3 UGT2B17
AKR1C3 UGT2B28
AKR1C3 UGT2B4
AKR1C3 UGT2B7
AKR1C4 CYP27A1
AKR1C4 CYP8B1
AKR1C4 HSD11B1
AKR1C4 UGT1A1
AKR1C4 UGT1A10
AKR1C4 UGT1A3
AKR1C4 UGT1A4
AKR1C4 UGT1A5
AKR1C4 UGT1A6
AKR1C4 UGT1A7
AKR1C4 UGT1A8
AKR1C4 UGT1A9
AKR1C4 UGT2A1
AKR1C4 UGT2A2
AKR1C4 UGT2A3
AKR1C4 UGT2B10
AKR1C4 UGT2B11
AKR1C4 UGT2B15
AKR1C4 UGT2B17
AKR1C4 UGT2B28
AKR1C4 UGT2B4
AKR1C4 UGT2B7
AKR1D1 AKR1C3
AKR1D1 AKR1C4
AKR1D1 CYP17A1
AKR1D1 CYP19A1
AKR1D1 HSD11B1
AKR1D1 HSD11B2
AKR1D1 HSD17B2
AKR1D1 HSD17B3
AKR1D1 HSD17B6
AKR1D1 HSD17B8
AKR1D1 HSD3B1
AKR1D1 HSD3B2
AKR1D1 SRD5A1
AKR1D1 SRD5A2
AKR1D1 SRD5A3
AKR1D1 UGT1A1
AKR1D1 UGT1A10
AKR1D1 UGT1A3
AKR1D1 UGT1A4
AKR1D1 UGT1A5
AKR1D1 UGT1A6
AKR1D1 UGT1A7
AKR1D1 UGT1A8
AKR1D1 UGT1A9
AKR1D1 UGT2A1
AKR1D1 UGT2A2
AKR1D1 UGT2A3
AKR1D1 UGT2B10
AKR1D1 UGT2B11
AKR1D1 UGT2B15
AKR1D1 UGT2B17
AKR1D1 UGT2B28
AKR1D1 UGT2B4
AKR1D1 UGT2B7
AKT1 ADCY1
AKT1 ADCY2
AKT1 ADCY3
AKT1 ADCY4
AKT1 ADCY5
AKT1 ADCY6
AKT1 ADCY7
AKT1 ADCY8
AKT1 ADCY9
AKT1 AKT1S1
AKT1 ATF2
AKT1 ATF4
AKT1 ATF6B
AKT1 BAD
AKT1 BCL2
AKT1 BCL2L1
AKT1 BIRC2
AKT1 BIRC3
AKT1 BIRC5
AKT1 CASP9
AKT1 CCL2
AKT1 CDKN1A
AKT1 CDKN1B
AKT1 CHUK
AKT1 CREB1
AKT1 CREB3
AKT1 CREB3L1
AKT1 CREB3L2
AKT1 CREB3L3
AKT1 CREB3L4
AKT1 CREB5
AKT1 FOXO1
AKT1 FOXO3
AKT1 FOXO4
AKT1 FOXO6
AKT1 GSK3A
AKT1 GSK3B
AKT1 IKBKB
AKT1 IKBKG
AKT1 JUN
AKT1 MAP2K4
AKT1 MAP3K5
AKT1 MAP3K8
AKT1 MAPK1
AKT1 MAPK3
AKT1 MDM2
AKT1 MTOR
AKT1 NFKB1
AKT1 NFKBIA
AKT1 NFKBIB
AKT1 NFKBIE
AKT1 NOS1
AKT1 NOS2
AKT1 NOS3
AKT1 NR4A1
AKT1 PDE3B
AKT1 PFKFB2
AKT1 PPP1CA
AKT1 PPP1CB
AKT1 PPP1CC
AKT1 PPP1R3A
AKT1 PPP1R3B
AKT1 PPP1R3C
AKT1 PPP1R3D
AKT1 PPP1R3E
AKT1 PPP1R3F
AKT1 PRKAA1
AKT1 PRKAA2
AKT1 PRKAB1
AKT1 PRKAB2
AKT1 PRKAG1
AKT1 PRKAG2
AKT1 PRKAG3
AKT1 RAF1
AKT1 RELA
AKT1 RPS6KB1
AKT1 RPS6KB2
AKT1 RPTOR
AKT1 SLC2A4
AKT1 SLC2A5
AKT1 TBC1D4
AKT1 TP53
AKT1 TSC1
AKT1 TSC2
AKT1 VEGFA
AKT1 XIAP
AKT1S1 EIF4EBP1
AKT1S1 MTOR
AKT1S1 PPARG
AKT1S1 RPS6KB1
AKT1S1 RPS6KB2
AKT1S1 RPTOR
AKT1S1 ULK1
AKT2 ADCY1
AKT2 ADCY2
AKT2 ADCY3
AKT2 ADCY4
AKT2 ADCY5
AKT2 ADCY6
AKT2 ADCY7
AKT2 ADCY8
AKT2 ADCY9
AKT2 AKT1S1
AKT2 ATF2
AKT2 ATF4
AKT2 ATF6B
AKT2 BAD
AKT2 BCL2
AKT2 BCL2L1
AKT2 BIRC2
AKT2 BIRC3
AKT2 BIRC5
AKT2 CASP9
AKT2 CCL2
AKT2 CDKN1A
AKT2 CDKN1B
AKT2 CHUK
AKT2 CREB1
AKT2 CREB3
AKT2 CREB3L1
AKT2 CREB3L2
AKT2 CREB3L3
AKT2 CREB3L4
AKT2 CREB5
AKT2 FOXO1
AKT2 FOXO3
AKT2 FOXO4
AKT2 FOXO6
AKT2 GSK3A
AKT2 GSK3B
AKT2 IKBKB
AKT2 IKBKG
AKT2 JUN
AKT2 MAP2K4
AKT2 MAP3K5
AKT2 MAP3K8
AKT2 MAPK1
AKT2 MAPK3
AKT2 MDM2
AKT2 MTOR
AKT2 NFKB1
AKT2 NFKBIA
AKT2 NFKBIB
AKT2 NFKBIE
AKT2 NOS1
AKT2 NOS2
AKT2 NOS3
AKT2 NR4A1
AKT2 PDE3B
AKT2 PFKFB2
AKT2 PPP1CA
AKT2 PPP1CB
AKT2 PPP1CC
AKT2 PPP1R3A
AKT2 PPP1R3B
AKT2 PPP1R3C
AKT2 PPP1R3D
AKT2 PPP1R3E
AKT2 PPP1R3F
AKT2 PRKAA1
AKT2 PRKAA2
AKT2 PRKAB1
AKT2 PRKAB2
AKT2 PRKAG1
AKT2 PRKAG2
AKT2 PRKAG3
AKT2 RAF1
AKT2 RELA
AKT2 RPS6KB1
AKT2 RPS6KB2
AKT2 RPTOR
AKT2 SLC2A4
AKT2 SLC2A5
AKT2 TBC1D4
AKT2 TP53
AKT2 TSC1
AKT2 TSC2
AKT2 VEGFA
AKT2 XIAP
AKT3 ADCY1
AKT3 ADCY2
AKT3 ADCY3
AKT3 ADCY4
AKT3 ADCY5
AKT3 ADCY6
AKT3 ADCY7
AKT3 ADCY8
AKT3 ADCY9
AKT3 AKT1S1
AKT3 ATF2
AKT3 ATF4
AKT3 ATF6B
AKT3 BAD
AKT3 BCL2
AKT3 BCL2L1
AKT3 BIRC2
AKT3 BIRC3
AKT3 BIRC5
AKT3 CASP9
AKT3 CCL2
AKT3 CDKN1A
AKT3 CDKN1B
AKT3 CHUK
AKT3 CREB1
AKT3 CREB3
AKT3 CREB3L1
AKT3 CREB3L2
AKT3 CREB3L3
AKT3 CREB3L4
AKT3 CREB5
AKT3 FOXO1
AKT3 FOXO3
AKT3 FOXO4
AKT3 FOXO6
AKT3 GSK3A
AKT3 GSK3B
AKT3 IKBKB
AKT3 IKBKG
AKT3 JUN
AKT3 MAP2K4
AKT3 MAP3K5
AKT3 MAP3K8
AKT3 MAPK1
AKT3 MAPK3
AKT3 MDM2
AKT3 MTOR
AKT3 NFKB1
AKT3 NFKBIA
AKT3 NFKBIB
AKT3 NFKBIE
AKT3 NOS1
AKT3 NOS2
AKT3 NOS3
AKT3 NR4A1
AKT3 PDE3B
AKT3 PFKFB2
AKT3 PPP1CA
AKT3 PPP1CB
AKT3 PPP1CC
AKT3 PPP1R3A
AKT3 PPP1R3B
AKT3 PPP1R3C
AKT3 PPP1R3D
AKT3 PPP1R3E
AKT3 PPP1R3F
AKT3 PRKAA1
AKT3 PRKAA2
AKT3 PRKAB1
AKT3 PRKAB2
AKT3 PRKAG1
AKT3 PRKAG2
AKT3 PRKAG3
AKT3 RAF1
AKT3 RELA
AKT3 RPS6KB1
AKT3 RPS6KB2
AKT3 RPTOR
AKT3 SLC2A4
AKT3 SLC2A5
AKT3 TBC1D4
AKT3 TP53
AKT3 TSC1
AKT3 TSC2
AKT3 VEGFA
AKT3 XIAP
ALAS1 ALAD
ALAS1 DAO
ALAS1 GLDC
ALAS2 ALAD
ALAS2 DAO
ALAS2 GLDC
ALCAM CD6
ALDH18A1 ALDH4A1
ALDH1A1 CYP1A1
ALDH1A1 CYP1A2
ALDH1A1 CYP26A1
ALDH1A1 CYP26B1
ALDH1A1 CYP26C1
ALDH1A1 CYP2A6
ALDH1A1 CYP2B6
ALDH1A1 CYP2C18
ALDH1A1 CYP2C8
ALDH1A1 CYP2C9
ALDH1A1 CYP2S1
ALDH1A1 CYP3A4
ALDH1A1 CYP3A5
ALDH1A1 CYP3A7
ALDH1A1 CYP3A7-CYP3A51P
ALDH1A1 CYP4A11
ALDH1A1 CYP4A22
ALDH1A1 UGT1A1
ALDH1A1 UGT1A10
ALDH1A1 UGT1A3
ALDH1A1 UGT1A4
ALDH1A1 UGT1A5
ALDH1A1 UGT1A6
ALDH1A1 UGT1A7
ALDH1A1 UGT1A8
ALDH1A1 UGT1A9
ALDH1A1 UGT2A1
ALDH1A1 UGT2A2
ALDH1A1 UGT2A3
ALDH1A1 UGT2B10
ALDH1A1 UGT2B11
ALDH1A1 UGT2B15
ALDH1A1 UGT2B17
ALDH1A1 UGT2B28
ALDH1A1 UGT2B4
ALDH1A1 UGT2B7
ALDH1A2 CYP1A1
ALDH1A2 CYP1A2
ALDH1A2 CYP26A1
ALDH1A2 CYP26B1
ALDH1A2 CYP26C1
ALDH1A2 CYP2A6
ALDH1A2 CYP2B6
ALDH1A2 CYP2C18
ALDH1A2 CYP2C8
ALDH1A2 CYP2C9
ALDH1A2 CYP2S1
ALDH1A2 CYP3A4
ALDH1A2 CYP3A5
ALDH1A2 CYP3A7
ALDH1A2 CYP3A7-CYP3A51P
ALDH1A2 CYP4A11
ALDH1A2 CYP4A22
ALDH1A2 UGT1A1
ALDH1A2 UGT1A10
ALDH1A2 UGT1A3
ALDH1A2 UGT1A4
ALDH1A2 UGT1A5
ALDH1A2 UGT1A6
ALDH1A2 UGT1A7
ALDH1A2 UGT1A8
ALDH1A2 UGT1A9
ALDH1A2 UGT2A1
ALDH1A2 UGT2A2
ALDH1A2 UGT2A3
ALDH1A2 UGT2B10
ALDH1A2 UGT2B11
ALDH1A2 UGT2B15
ALDH1A2 UGT2B17
ALDH1A2 UGT2B28
ALDH1A2 UGT2B4
ALDH1A2 UGT2B7
ALDH1A3 ABAT
ALDH1A3 ADH1A
ALDH1A3 ADH1B
ALDH1A3 ADH1C
ALDH1A3 ADH4
ALDH1A3 ADH5
ALDH1A3 ADH6
ALDH1A3 ADH7
ALDH1A3 AKR1A1
ALDH1A3 AOC2
ALDH1A3 AOC3
ALDH1A3 CARNS1
ALDH1A3 CNDP1
ALDH1A3 COMT
ALDH1A3 GAD1
ALDH1A3 GAD2
ALDH1A3 GADL1
ALDH1A3 LRTOMT
ALDH1A3 MAOA
ALDH1A3 MAOB
ALDH1A3 SMOX
ALDH1A3 UPB1
ALDH1B1 ABAT
ALDH1B1 ACYP1
ALDH1B1 ACYP2
ALDH1B1 ADH1A
ALDH1B1 ADH1B
ALDH1B1 ADH1C
ALDH1B1 ADH4
ALDH1B1 ADH5
ALDH1B1 ADH6
ALDH1B1 ADH7
ALDH1B1 AKR1A1
ALDH1B1 ALDH6A1
ALDH1B1 AOC1
ALDH1B1 CARNS1
ALDH1B1 CNDP1
ALDH1B1 CNDP2
ALDH1B1 CYP4A11
ALDH1B1 CYP4A22
ALDH1B1 GATM
ALDH1B1 GLYCTK
ALDH1B1 HIBADH
ALDH1B1 MAOA
ALDH1B1 MAOB
